ts,id.orig_h,id.orig_p,id.resp_p,proto,conn_state,label,detailed-label
1526757616.465723,192.168.2.5,60710,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757617.460838,192.168.2.5,35150,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757618.460662,192.168.2.5,52241,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757618.468152,192.168.2.5,59280,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757617.466989,192.168.2.5,49603,22,tcp,REJ,Benign,-
1526757619.460718,192.168.2.5,47078,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757619.469373,192.168.2.5,36787,22,tcp,REJ,Benign,-
1526757620.470589,192.168.2.5,35957,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757620.471218,192.168.2.5,33547,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757621.470562,192.168.2.5,44974,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757621.472754,192.168.2.5,56330,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757622.47068,192.168.2.5,42849,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757622.474093,192.168.2.5,36544,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757623.170454,192.168.2.5,39235,59353,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757623.470699,192.168.2.5,60710,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757623.475746,192.168.2.5,35903,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757624.476809,192.168.2.5,49877,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757625.470629,192.168.2.5,59280,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757625.478072,192.168.2.5,58164,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757626.479452,192.168.2.5,56540,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757627.174411,192.168.2.5,39247,59353,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757627.479689,192.168.2.5,57377,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757627.48045,192.168.2.5,33547,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757628.480537,192.168.2.5,56330,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757628.482644,192.168.2.5,52574,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757629.480554,192.168.2.5,36544,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757629.483212,192.168.2.5,33135,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757630.480585,192.168.2.5,35903,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757630.485574,192.168.2.5,58100,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757631.480776,192.168.2.5,49877,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757631.487091,192.168.2.5,53852,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757632.480673,192.168.2.5,58164,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757632.487946,192.168.2.5,54017,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757633.480418,192.168.2.5,56540,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757633.489347,192.168.2.5,33301,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757634.180414,192.168.2.5,39247,59353,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757634.480379,192.168.2.5,57377,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757634.490996,192.168.2.5,51466,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757635.490651,192.168.2.5,52574,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757635.492891,192.168.2.5,32920,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757636.49046,192.168.2.5,33135,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757636.494117,192.168.2.5,41987,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757637.495376,192.168.2.5,36163,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757638.185263,192.168.2.5,39259,59353,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757638.490501,192.168.2.5,53852,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757638.497025,192.168.2.5,56112,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757639.490434,192.168.2.5,54017,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757639.497973,192.168.2.5,38658,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757640.490568,192.168.2.5,33301,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757640.498188,192.168.2.5,45516,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757641.500434,192.168.2.5,51466,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757641.50134,192.168.2.5,39623,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757642.500526,192.168.2.5,32920,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757642.502834,192.168.2.5,36297,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757643.500413,192.168.2.5,41987,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757643.504184,192.168.2.5,35254,22,tcp,REJ,Benign,-
1526757644.500382,192.168.2.5,36163,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757644.505487,192.168.2.5,41895,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757645.190318,192.168.2.5,39259,59353,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757645.500638,192.168.2.5,56112,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757645.506905,192.168.2.5,33720,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757590.954126,192.168.2.5,123,123,udp,SF,Benign,-
1526757646.500264,192.168.2.5,38658,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757646.507856,192.168.2.5,52422,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757647.500547,192.168.2.5,45516,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757647.51058,192.168.2.5,51586,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757648.510399,192.168.2.5,39623,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757648.512543,192.168.2.5,33894,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757649.196298,192.168.2.5,39271,59353,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757649.510344,192.168.2.5,36297,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757649.513797,192.168.2.5,39461,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757594.79259,58.160.249.10,3,1,icmp,OTH,Benign,-
1526757650.515151,192.168.2.5,35151,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757651.510439,192.168.2.5,41895,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757651.51665,192.168.2.5,36147,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757652.510355,192.168.2.5,33720,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757652.517876,192.168.2.5,40837,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757653.510495,192.168.2.5,52422,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757653.518167,192.168.2.5,47889,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757654.520262,192.168.2.5,51586,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1526757654.520998,192.168.2.5,51876,22,tcp,S0,Malicious,PartOfAHorizontalPortScan
1545403816.962094,192.168.1.195,41040,80,tcp,S0,Benign,-
1545403824.18124,192.168.1.195,41040,80,tcp,S0,Benign,-
1545403832.341331,192.168.1.195,41040,80,tcp,S0,Benign,-
1545403848.981338,192.168.1.195,41040,80,tcp,SF,Benign,-
1545403850.554283,192.168.1.195,41042,80,tcp,S0,Benign,-
1545403857.78132,192.168.1.195,41042,80,tcp,SF,Benign,-
1545403859.183341,192.168.1.195,41044,80,tcp,SF,Benign,-
1545403860.282392,192.168.1.195,41046,80,tcp,SF,Benign,-
1545403864.507242,192.168.1.195,41048,80,tcp,S0,Benign,-
1545403871.701388,192.168.1.195,41048,80,tcp,S0,Benign,-
1545403880.341455,192.168.1.195,41048,80,tcp,S0,Benign,-
1545403840.4587,192.168.1.195,123,123,udp,SF,Benign,-
1545403896.981466,192.168.1.195,41048,80,tcp,S0,Benign,-
1545403929.621375,192.168.1.195,41048,80,tcp,S0,Benign,-
1545403909.458607,192.168.1.195,123,123,udp,SF,Benign,-
1545403995.902832,192.168.1.195,41050,80,tcp,S0,Benign,-
1545404003.141467,192.168.1.195,41050,80,tcp,S0,Benign,-
1545404011.541451,192.168.1.195,41050,80,tcp,S0,Benign,-
1545403970.458575,192.168.1.195,123,123,udp,S0,Benign,-
1545404028.18148,192.168.1.195,41050,80,tcp,S0,Benign,-
1545403975.458724,192.168.1.195,123,123,udp,SF,Benign,-
1545403995.458586,192.168.1.195,123,123,udp,S0,Benign,-
1545404060.821668,192.168.1.195,41050,80,tcp,S0,Benign,-
1545404041.458689,192.168.1.195,123,123,udp,SF,Benign,-
1545404130.023057,192.168.1.195,41052,80,tcp,SF,Benign,-
1545404132.353979,192.168.1.195,48986,6667,tcp,S0,Malicious,C&C
1545404132.405451,192.168.1.195,41056,80,tcp,S0,Benign,-
1545404139.621614,192.168.1.195,41056,80,tcp,S0,Benign,-
1545404147.861659,192.168.1.195,41056,80,tcp,S0,Benign,-
1545404108.458824,192.168.1.195,123,123,udp,SF,Benign,-
1545404164.501693,192.168.1.195,41056,80,tcp,S0,Benign,-
1545404197.141875,192.168.1.195,41056,80,tcp,S0,Benign,-
1545404158.497118,192.168.1.195,123,123,udp,S0,Benign,-
1545404175.458965,192.168.1.195,123,123,udp,SF,Benign,-
1545404206.459086,192.168.1.195,123,123,udp,S0,Benign,-
1545404267.263223,192.168.1.195,41058,80,tcp,S0,Benign,-
1545404274.501847,192.168.1.195,41058,80,tcp,S0,Benign,-
1545404224.459095,192.168.1.195,123,123,udp,S0,Benign,-
1545404282.901825,192.168.1.195,41058,80,tcp,S0,Benign,-
1545404242.45909,192.168.1.195,123,123,udp,SF,Benign,-
1545404299.54186,192.168.1.195,41058,80,tcp,S0,Benign,-
1545403816.8709,192.168.1.1,40831,22,tcp,SF,Benign,-
1545404332.182019,192.168.1.195,41058,80,tcp,S0,Benign,-
1545404290.459033,192.168.1.195,123,123,udp,SF,Benign,-
1545404309.458962,192.168.1.195,123,123,udp,SF,Benign,-
1545404401.383121,192.168.1.195,41060,80,tcp,S0,Benign,-
1545404408.582022,192.168.1.195,41060,80,tcp,SF,Benign,-
1545404409.888278,192.168.1.195,41064,80,tcp,S0,Benign,-
1545404410.924437,192.168.1.195,48998,6667,tcp,S0,Malicious,C&C
1545404417.061944,192.168.1.195,41064,80,tcp,S0,Benign,-
1545404418.101866,192.168.1.195,48998,6667,tcp,S0,Malicious,C&C
1545404425.622069,192.168.1.195,41064,80,tcp,S0,Benign,-
1545404426.417366,192.168.1.195,49004,6667,tcp,S0,Malicious,C&C
1545404378.459174,192.168.1.195,123,123,udp,SF,Benign,-
1545404433.622016,192.168.1.195,49004,6667,tcp,S0,Malicious,C&C
1545404436.419172,192.168.1.195,49006,6667,tcp,S0,Malicious,C&C
1545404442.262096,192.168.1.195,41064,80,tcp,S0,Benign,-
1545404443.622072,192.168.1.195,49006,6667,tcp,S0,Malicious,C&C
1545404446.421228,192.168.1.195,49008,6667,tcp,S0,Malicious,C&C
1545404453.621892,192.168.1.195,49008,6667,tcp,S0,Malicious,C&C
1545404456.423282,192.168.1.195,49010,6667,tcp,S0,Malicious,C&C
1545404463.621934,192.168.1.195,49010,6667,tcp,S0,Malicious,C&C
1545404466.425338,192.168.1.195,49012,6667,tcp,S0,Malicious,C&C
1545404474.90201,192.168.1.195,41064,80,tcp,S0,Benign,-
1545404474.906275,192.168.1.195,49014,6667,tcp,S0,Malicious,C&C
1545404482.101919,192.168.1.195,49014,6667,tcp,S0,Malicious,C&C
1545404484.908314,192.168.1.195,49016,6667,tcp,S0,Malicious,C&C
1545404492.101968,192.168.1.195,49016,6667,tcp,S0,Malicious,C&C
1545404494.910368,192.168.1.195,49018,6667,tcp,S0,Malicious,C&C
1545404502.102023,192.168.1.195,49018,6667,tcp,S0,Malicious,C&C
1545404447.459138,192.168.1.195,123,123,udp,SF,Benign,-
1545404504.912673,192.168.1.195,49020,6667,tcp,S0,Malicious,C&C
1545404512.102083,192.168.1.195,49020,6667,tcp,S0,Malicious,C&C
1545404514.914728,192.168.1.195,49022,6667,tcp,S0,Malicious,C&C
1545404522.102136,192.168.1.195,49022,6667,tcp,S0,Malicious,C&C
1545404524.916784,192.168.1.195,49024,6667,tcp,S0,Malicious,C&C
1545404532.10196,192.168.1.195,49024,6667,tcp,S0,Malicious,C&C
1545404534.918836,192.168.1.195,49026,6667,tcp,S0,Malicious,C&C
1545404542.102011,192.168.1.195,49026,6667,tcp,S0,Malicious,C&C
1545404543.743309,192.168.1.195,41096,80,tcp,S0,Benign,-
1545404489.497225,192.168.1.195,123,123,udp,S0,Benign,-
1545404544.920891,192.168.1.195,49030,6667,tcp,S0,Malicious,C&C
1545404550.98219,192.168.1.195,41096,80,tcp,SF,Benign,-
1545404551.954385,192.168.1.195,41100,80,tcp,S0,Benign,-
1545404552.102054,192.168.1.195,49030,6667,tcp,S0,Malicious,C&C
1545404554.923202,192.168.1.195,49034,6667,tcp,S0,Malicious,C&C
1545404559.14204,192.168.1.195,41100,80,tcp,S0,Benign,-
1545404562.102105,192.168.1.195,49034,6667,tcp,S0,Malicious,C&C
1545404564.925249,192.168.1.195,49036,6667,tcp,S0,Malicious,C&C
1545404567.702166,192.168.1.195,41100,80,tcp,S0,Benign,-
1545404514.459241,192.168.1.195,123,123,udp,SF,Benign,-
1545404572.102159,192.168.1.195,49036,6667,tcp,S0,Malicious,C&C
1545404574.927318,192.168.1.195,49038,6667,tcp,S0,Malicious,C&C
1545404582.102215,192.168.1.195,49038,6667,tcp,S0,Malicious,C&C
1545404584.342188,192.168.1.195,41100,80,tcp,S0,Benign,-
1545404584.929356,192.168.1.195,49040,6667,tcp,S0,Malicious,C&C
1545404592.10202,192.168.1.195,49040,6667,tcp,S0,Malicious,C&C
1545404603.647442,192.168.1.195,49050,6667,tcp,S0,Malicious,C&C
1545404610.822116,192.168.1.195,49050,6667,tcp,S0,Malicious,C&C
1545404556.459318,192.168.1.195,123,123,udp,S0,Benign,-
1545404613.649497,192.168.1.195,49052,6667,tcp,S0,Malicious,C&C
1545404616.982099,192.168.1.195,41100,80,tcp,S0,Benign,-
1545404620.822165,192.168.1.195,49052,6667,tcp,S0,Malicious,C&C
1545404623.651556,192.168.1.195,49054,6667,tcp,S0,Malicious,C&C
1545404630.822218,192.168.1.195,49054,6667,tcp,S0,Malicious,C&C
1545404633.653635,192.168.1.195,49056,6667,tcp,S0,Malicious,C&C
1545404580.459403,192.168.1.195,123,123,udp,SF,Benign,-
1545404640.822049,192.168.1.195,49056,6667,tcp,S0,Malicious,C&C
1545404645.714235,192.168.1.195,49060,6667,tcp,S0,Malicious,C&C
1545404652.902142,192.168.1.195,49060,6667,tcp,S0,Malicious,C&C
1545404661.949488,192.168.1.195,49072,6667,tcp,S0,Malicious,C&C
1545404669.142143,192.168.1.195,49072,6667,tcp,S0,Malicious,C&C
1545404677.247025,192.168.1.195,49082,6667,tcp,S0,Malicious,C&C
1545404622.459479,192.168.1.195,123,123,udp,S0,Benign,-
1545404685.31418,192.168.1.195,49084,6667,tcp,S0,Malicious,C&C
1545404687.103427,192.168.1.195,41154,80,tcp,S0,Benign,-
1545404692.502101,192.168.1.195,49084,6667,tcp,S0,Malicious,C&C
1545404694.342298,192.168.1.195,41154,80,tcp,S0,Benign,-
1545404695.31625,192.168.1.195,49088,6667,tcp,S0,Malicious,C&C
1545404702.502152,192.168.1.195,49088,6667,tcp,S0,Malicious,C&C
1545404702.74226,192.168.1.195,41154,80,tcp,S0,Benign,-
1545404648.459439,192.168.1.195,123,123,udp,SF,Benign,-
1545404409.843814,192.168.1.195,48994,6667,tcp,S3,Malicious,C&C
1545404705.318288,192.168.1.195,49090,6667,tcp,S0,Malicious,C&C
1545404712.502208,192.168.1.195,49090,6667,tcp,S0,Malicious,C&C
1545404719.382277,192.168.1.195,41154,80,tcp,S0,Benign,-
1545404719.418504,192.168.1.195,49094,6667,tcp,S0,Malicious,C&C
1545404424.977436,192.168.1.195,49002,6667,tcp,S3,Malicious,C&C
1545404420.926493,192.168.1.195,49000,6667,tcp,S3,Malicious,C&C
1545404726.582175,192.168.1.195,49094,6667,tcp,S0,Malicious,C&C
1545404729.420308,192.168.1.195,49096,6667,tcp,S0,Malicious,C&C
1545404736.582243,192.168.1.195,49096,6667,tcp,S0,Malicious,C&C
1545404739.42261,192.168.1.195,49098,6667,tcp,S0,Malicious,C&C
1545404746.662241,192.168.1.195,49098,6667,tcp,S0,Malicious,C&C
1545404752.022198,192.168.1.195,41154,80,tcp,S0,Benign,-
1545404757.646478,192.168.1.195,49104,6667,tcp,S0,Malicious,C&C
1545404764.822149,192.168.1.195,49104,6667,tcp,S0,Malicious,C&C
1545404767.64878,192.168.1.195,49106,6667,tcp,S0,Malicious,C&C
1545404714.459332,192.168.1.195,123,123,udp,SF,Benign,-
1545404473.62199,192.168.1.195,49012,6667,tcp,S3,Malicious,C&C
1545404774.822195,192.168.1.195,49106,6667,tcp,S0,Malicious,C&C
1545404777.650834,192.168.1.195,49108,6667,tcp,S0,Malicious,C&C
1545404724.459394,192.168.1.195,123,123,udp,S0,Benign,-
1545404727.508413,192.168.1.195,123,123,udp,S0,Benign,-
1545404784.82226,192.168.1.195,49108,6667,tcp,S0,Malicious,C&C
1545404787.652885,192.168.1.195,49110,6667,tcp,S0,Malicious,C&C
1545404794.822301,192.168.1.195,49110,6667,tcp,S0,Malicious,C&C
1545404797.654944,192.168.1.195,49112,6667,tcp,S0,Malicious,C&C
1545404805.712351,192.168.1.195,49114,6667,tcp,S0,Malicious,C&C
1545404812.902252,192.168.1.195,49114,6667,tcp,S0,Malicious,C&C
1545404815.714411,192.168.1.195,49116,6667,tcp,S0,Malicious,C&C
1545404821.22351,192.168.1.195,41186,80,tcp,S0,Benign,-
1545404822.902304,192.168.1.195,49116,6667,tcp,S0,Malicious,C&C
1545404825.716702,192.168.1.195,49120,6667,tcp,S0,Malicious,C&C
1545404828.422159,192.168.1.195,41186,80,tcp,S0,Benign,-
1545404832.902363,192.168.1.195,49120,6667,tcp,S0,Malicious,C&C
1545404780.459485,192.168.1.195,123,123,udp,SF,Benign,-
1545404836.502315,192.168.1.195,41186,80,tcp,S0,Benign,-
1545404839.75745,192.168.1.195,49124,6667,tcp,S0,Malicious,C&C
1545404791.497446,192.168.1.195,123,123,udp,S0,Benign,-
1545404846.982335,192.168.1.195,49124,6667,tcp,S0,Malicious,C&C
1545404849.759504,192.168.1.195,49126,6667,tcp,S0,Malicious,C&C
1545404853.142327,192.168.1.195,41186,80,tcp,S0,Benign,-
1545404856.982157,192.168.1.195,49126,6667,tcp,S0,Malicious,C&C
1545404859.761554,192.168.1.195,49128,6667,tcp,S0,Malicious,C&C
1545404866.982205,192.168.1.195,49128,6667,tcp,S0,Malicious,C&C
1545404869.76361,192.168.1.195,49130,6667,tcp,S0,Malicious,C&C
1545404876.982254,192.168.1.195,49130,6667,tcp,S0,Malicious,C&C
1545404879.765659,192.168.1.195,49132,6667,tcp,S0,Malicious,C&C
1545404885.782233,192.168.1.195,41186,80,tcp,SF,Benign,-
1545404888.583884,192.168.1.195,49136,6667,tcp,S0,Malicious,C&C
1545404887.012281,192.168.1.195,41202,80,tcp,SF,Benign,-
1545404594.931414,192.168.1.195,49042,6667,tcp,S3,Malicious,C&C
1545404595.966568,192.168.1.195,49044,6667,tcp,S3,Malicious,C&C
1545404889.057367,192.168.1.195,41206,80,tcp,SF,Benign,-
1545404893.303211,192.168.1.195,41208,80,tcp,S0,Benign,-
1545404597.029712,192.168.1.195,49046,6667,tcp,S3,Malicious,C&C
1545404896.755729,192.168.1.195,49142,6667,tcp,S0,Malicious,C&C
1545404601.550887,192.168.1.195,49048,6667,tcp,S3,Malicious,C&C
1545404900.502344,192.168.1.195,41208,80,tcp,S0,Benign,-
1545404846.459403,192.168.1.195,123,123,udp,SF,Benign,-
1545404903.942386,192.168.1.195,49142,6667,tcp,S0,Malicious,C&C
1545404906.757787,192.168.1.195,49144,6667,tcp,S0,Malicious,C&C
1545404908.822362,192.168.1.195,41208,80,tcp,S0,Benign,-
1545404858.496783,192.168.1.195,123,123,udp,S0,Benign,-
1545404913.942212,192.168.1.195,49144,6667,tcp,S0,Malicious,C&C
1545404916.759834,192.168.1.195,49146,6667,tcp,S0,Malicious,C&C
1545404923.942242,192.168.1.195,49146,6667,tcp,S0,Malicious,C&C
1545404925.462378,192.168.1.195,41208,80,tcp,S0,Benign,-
1545404930.414553,192.168.1.195,49152,6667,tcp,S0,Malicious,C&C
1545404937.622197,192.168.1.195,49152,6667,tcp,S0,Malicious,C&C
1545404643.65567,192.168.1.195,49058,6667,tcp,S3,Malicious,C&C
1545404940.416608,192.168.1.195,49154,6667,tcp,S0,Malicious,C&C
1545404947.622252,192.168.1.195,49154,6667,tcp,S0,Malicious,C&C
1545404656.756696,192.168.1.195,49064,6667,tcp,S3,Malicious,C&C
1545404655.716305,192.168.1.195,49062,6667,tcp,S3,Malicious,C&C
1545404657.801601,192.168.1.195,49066,6667,tcp,S3,Malicious,C&C
1545404659.839439,192.168.1.195,49068,6667,tcp,S3,Malicious,C&C
1545404955.637432,192.168.1.195,49160,6667,tcp,S0,Malicious,C&C
1545404660.893839,192.168.1.195,49070,6667,tcp,S3,Malicious,C&C
1545404958.102294,192.168.1.195,41208,80,tcp,S0,Benign,-
1545404962.822351,192.168.1.195,49160,6667,tcp,S0,Malicious,C&C
1545404965.639484,192.168.1.195,49162,6667,tcp,S0,Malicious,C&C
1545404672.988951,192.168.1.195,49076,6667,tcp,S3,Malicious,C&C
1545404671.951549,192.168.1.195,49074,6667,tcp,S3,Malicious,C&C
1545404913.459469,192.168.1.195,123,123,udp,SF,Benign,-
1545404674.046099,192.168.1.195,49078,6667,tcp,S3,Malicious,C&C
1545404675.135228,192.168.1.195,49080,6667,tcp,S3,Malicious,C&C
1545404972.822394,192.168.1.195,49162,6667,tcp,S0,Malicious,C&C
1545404975.641548,192.168.1.195,49164,6667,tcp,S0,Malicious,C&C
1545404684.42229,192.168.1.195,49082,6667,tcp,S3,Malicious,C&C
1545404982.822444,192.168.1.195,49164,6667,tcp,S0,Malicious,C&C
1545404985.643837,192.168.1.195,49166,6667,tcp,S0,Malicious,C&C
1545404992.822248,192.168.1.195,49166,6667,tcp,S0,Malicious,C&C
1545404995.645898,192.168.1.195,49168,6667,tcp,S0,Malicious,C&C
1545405002.822302,192.168.1.195,49168,6667,tcp,S0,Malicious,C&C
1545405005.64794,192.168.1.195,49170,6667,tcp,S0,Malicious,C&C
1545405012.822352,192.168.1.195,49170,6667,tcp,S0,Malicious,C&C
1545404715.320355,192.168.1.195,49092,6667,tcp,S3,Malicious,C&C
1545405015.649993,192.168.1.195,49172,6667,tcp,S0,Malicious,C&C
1545405022.822407,192.168.1.195,49172,6667,tcp,S0,Malicious,C&C
1545405025.652044,192.168.1.195,49176,6667,tcp,S0,Malicious,C&C
1545405025.023654,192.168.1.195,41242,80,tcp,SF,Benign,-
1545405029.82117,192.168.1.195,41246,80,tcp,S0,Benign,-
1545405032.822459,192.168.1.195,49176,6667,tcp,S0,Malicious,C&C
1545404979.459612,192.168.1.195,123,123,udp,SF,Benign,-
1545405035.654354,192.168.1.195,49180,6667,tcp,S0,Malicious,C&C
1545405036.982339,192.168.1.195,41246,80,tcp,S0,Benign,-
1545405042.822512,192.168.1.195,49180,6667,tcp,S0,Malicious,C&C
1545405045.142439,192.168.1.195,41246,80,tcp,S0,Benign,-
1545405045.656397,192.168.1.195,49182,6667,tcp,S0,Malicious,C&C
1545404749.424662,192.168.1.195,49100,6667,tcp,S3,Malicious,C&C
1545404753.472856,192.168.1.195,49102,6667,tcp,S3,Malicious,C&C
1545405053.74004,192.168.1.195,49184,6667,tcp,S0,Malicious,C&C
1545405060.902461,192.168.1.195,49184,6667,tcp,S0,Malicious,C&C
1545405061.782461,192.168.1.195,41246,80,tcp,SF,Benign,-
1545405063.742098,192.168.1.195,49186,6667,tcp,S0,Malicious,C&C
1545405070.902263,192.168.1.195,49186,6667,tcp,S0,Malicious,C&C
1545405073.744396,192.168.1.195,49188,6667,tcp,S0,Malicious,C&C
1545405021.459686,192.168.1.195,123,123,udp,S0,Benign,-
1545405088.488242,192.168.1.195,49194,6667,tcp,S0,Malicious,C&C
1545405095.702382,192.168.1.195,49194,6667,tcp,S0,Malicious,C&C
1545405098.491043,192.168.1.195,49196,6667,tcp,S0,Malicious,C&C
1545404804.822369,192.168.1.195,49112,6667,tcp,S3,Malicious,C&C
1545405046.459455,192.168.1.195,123,123,udp,SF,Benign,-
1545405105.702451,192.168.1.195,49196,6667,tcp,S0,Malicious,C&C
1545405108.493097,192.168.1.195,49198,6667,tcp,S0,Malicious,C&C
1545405115.702489,192.168.1.195,49198,6667,tcp,S0,Malicious,C&C
1545405118.494907,192.168.1.195,49200,6667,tcp,S0,Malicious,C&C
1545405125.702304,192.168.1.195,49200,6667,tcp,S0,Malicious,C&C
1545404835.71876,192.168.1.195,49122,6667,tcp,S3,Malicious,C&C
1545405147.843674,192.168.1.195,49216,6667,tcp,RSTR,Malicious,C&C
1545405148.844855,192.168.1.195,49218,6667,tcp,RSTR,Malicious,C&C
1545405167.264358,192.168.1.195,49232,6667,tcp,S0,Malicious,C&C
1545405114.4597,192.168.1.195,123,123,udp,SF,Benign,-
1545405174.502499,192.168.1.195,49232,6667,tcp,S0,Malicious,C&C
1545405177.267659,192.168.1.195,49234,6667,tcp,S0,Malicious,C&C
1545404886.982299,192.168.1.195,49132,6667,tcp,S3,Malicious,C&C
1545405184.502537,192.168.1.195,49234,6667,tcp,S0,Malicious,C&C
1545405187.274718,192.168.1.195,49236,6667,tcp,S0,Malicious,C&C
1545404895.782285,192.168.1.195,49136,6667,tcp,S3,Malicious,C&C
1545405194.502353,192.168.1.195,49236,6667,tcp,S0,Malicious,C&C
1545405197.278515,192.168.1.195,49238,6667,tcp,S0,Malicious,C&C
1545405204.502394,192.168.1.195,49238,6667,tcp,S0,Malicious,C&C
1545405207.280558,192.168.1.195,49240,6667,tcp,S0,Malicious,C&C
1545405214.502447,192.168.1.195,49240,6667,tcp,S0,Malicious,C&C
1545405217.282358,192.168.1.195,49242,6667,tcp,S0,Malicious,C&C
1545404926.761637,192.168.1.195,49148,6667,tcp,S3,Malicious,C&C
1545405224.502494,192.168.1.195,49242,6667,tcp,S0,Malicious,C&C
1545404928.800723,192.168.1.195,49150,6667,tcp,S3,Malicious,C&C
1545405227.284414,192.168.1.195,49244,6667,tcp,S0,Malicious,C&C
1545405234.502323,192.168.1.195,49244,6667,tcp,S0,Malicious,C&C
1545405181.459537,192.168.1.195,123,123,udp,SF,Benign,-
1545405237.289716,192.168.1.195,49246,6667,tcp,S0,Malicious,C&C
1545405244.502346,192.168.1.195,49246,6667,tcp,S0,Malicious,C&C
1545404950.418909,192.168.1.195,49156,6667,tcp,S3,Malicious,C&C
1545404951.460813,192.168.1.195,49158,6667,tcp,S3,Malicious,C&C
1545405252.41209,192.168.1.195,49252,6667,tcp,S0,Malicious,C&C
1545405259.622493,192.168.1.195,49252,6667,tcp,S0,Malicious,C&C
